id,x,y,landmark
ASMHRP-AZ_J-14-3-98.27,873,615,6
ASMHRP-AZ_P-2-11-I-138,706,551,1
ASMHRP-AZ_P-2-11-I-138,719,496,6
ASMHRP-AZ_P-2-11-I-148,685,780,1
ASMHRP-AZ_P-2-11-I-148,800,407,6
ASMHRP-AZ_P-2-11-I-15,736,532,1
ASMHRP-AZ_P-2-11-I-15,756,373,6
ASMHRP-AZ_P-2-11-I-154,702,523,1
ASMHRP-AZ_P-2-11-I-154,694,300,6
ASMHRP-AZ_P-2-11-I-23,679,521,1
ASMHRP-AZ_P-2-11-I-23,712,325,6
ASMHRP-AZ_P-2-11-I-94,750,594,1
ASMHRP-AZ_P-2-11-I-94,769,469,6
ASMHRP-AZ_P-2-11-I-99,729,910,1
ASMHRP-AZ_P-2-11-I-99,802,659,6
Awatovi-25165,677,559,1
Awatovi-25165,663,277,6
Awatovi-38763,636,748,1
Awatovi-38763,765,374,6
Awatovi-38765,782,535,1
Awatovi-38765,776,223,6
Awatovi-38780,755,514,1
Awatovi-38780,773,401,6
Awatovi-40394,688,663,1
Awatovi-40394,670,389,6
Awatovi-44619,667,525,1
Awatovi-44619,669,469,6
Awatovi-45940,776,690,1
Awatovi-45940,796,535,6
Awatovi-45942,747,655,1
Awatovi-45942,772,399,6
Awatovi-45943,668,569,1
Awatovi-45943,682,345,6
Awatovi-45950,646,599,1
Awatovi-45950,739,283,6
Awatovi-45963,612,513,1
Awatovi-45963,631,230,6
Awatovi-45965,673,539,1
Awatovi-45965,692,266,6
CARP-1110-1,598,534,1
CARP-1110-1,662,341,6
CARP-1110-2,679,900,1
CARP-1110-2,795,501,6
CARP-1121-1,602,550,1
CARP-1121-1,670,302,6
CARP-1124-1,707,541,1
CARP-1124-1,733,343,6
CARP-2220-1,813,993,1
CARP-2220-1,922,589,6
CARP-2226-1,795,664,1
CARP-2226-1,806,457,6
CARP-2263-1,664,516,1
CARP-2263-1,676,443,6
CARP-2272-1,694,509,1
CARP-2272-1,705,286,6
CARP-2283-1,796,514,1
CARP-2283-1,796,378,6
CARP-2289-1,748,515,1
CARP-2289-1,767,348,6
CARP-2290-1,704,512,1
CARP-2290-1,729,298,6
CARP-2294-1,684,687,1
CARP-2294-1,714,412,6
CARP-2295-1,681,697,1
CARP-2295-1,831,360,6
CARP-2296-1,728,545,1
CARP-2296-1,741,409,6
CARP-2297-1,738,516,1
CARP-2297-1,759,341,6
CARP-2305-1,742,638,1
CARP-2305-1,794,321,6
CARP-2311-1,760,533,1
CARP-2311-1,756,375,6
CARP-2321-1,711,622,1
CARP-2321-1,728,579,6
CARP-2340-1,752,532,1
CARP-2340-1,742,346,6
CARP-2345-1,699,501,1
CARP-2345-1,715,166,6
CARP-2350-1,700,531,1
CARP-2350-1,782,185,6
CARP-2370-1,632,531,1
CARP-2370-1,649,371,6
CARP-2374-1,773,683,1
CARP-2374-1,786,425,6
CARP-2379-1,683,498,1
CARP-2379-1,676,358,6
CARP-2380-1,671,672,1
CARP-2380-1,729,412,6
CARP-2385-1,799,531,1
CARP-2385-1,803,409,6
CARP-2397-1,772,542,1
CARP-2397-1,765,497,6
CARP-2398-1,712,515,1
CARP-2398-1,726,211,6
CARP-2401-1,793,727,1
CARP-2401-1,818,532,6
CARP-2412-1,652,494,1
CARP-2412-1,618,316,6
CARP-2422-1,711,524,1
CARP-2422-1,760,347,6
CARP-2423-1,746,519,1
CARP-2423-1,777,365,6
CARP-2430-1,697,644,1
CARP-2430-1,741,415,6
CARP-2431-1,715,511,1
CARP-2431-1,721,268,6
CARP-2440-1,671,518,1
CARP-2440-1,695,278,6
CARP-2441-1,693,615,1
CARP-2441-1,721,353,6
CARP-2445-1,773,508,1
CARP-2445-1,784,330,6
CARP-2460-1,683,504,1
CARP-2460-1,654,247,6
CARP-2461-1,734,765,1
CARP-2461-1,759,459,6
CARP-2463-1,640,635,1
CARP-2463-1,681,370,6
CARP-2467-1,786,521,1
CARP-2467-1,815,341,6
CARP-2470-1,710,594,1
CARP-2470-1,731,387,6
CARP-2471-1,739,940,1
CARP-2471-1,858,494,6
CARP-2472-1,659,572,1
CARP-2472-1,694,374,6
CARP-2478-1,729,516,1
CARP-2478-1,734,419,6
CARP-2495-1,825,524,1
CARP-2495-1,834,477,6
CARP-2496-1,742,524,1
CARP-2496-1,756,415,6
CARP-2501-1,749,524,1
CARP-2501-1,794,360,6
CARP-2502-1,766,573,1
CARP-2502-1,773,312,6
CARP-2507-1,734,549,1
CARP-2507-1,762,388,6
CARP-2511-1,854,519,1
CARP-2511-1,859,433,6
CARP-2512-1,681,515,1
CARP-2512-1,700,364,6
CARP-2516-1,715,549,1
CARP-2516-1,746,429,6
CARP-2527-1,760,594,1
CARP-2527-1,760,478,6
CARP-2534-1,706,569,1
CARP-2534-1,712,453,6
CARP-2541-1,748,524,1
CARP-2541-1,766,425,6
CARP-2542-1,784,799,1
CARP-2542-1,855,457,6
CARP-2552-1,624,628,1
CARP-2552-1,683,398,6
CARP-2562-1,681,518,1
CARP-2562-1,705,278,6
CARP-2572-1,674,502,1
CARP-2572-1,701,379,6
CARP-2580-1,612,522,1
CARP-2580-1,642,233,6
CARP-2581-1,663,515,1
CARP-2581-1,678,314,6
CARP-2585-1,750,605,1
CARP-2585-1,758,299,6
CARP-2593-1,704,512,1
CARP-2593-1,714,451,6
CARP-2611-1,767,579,1
CARP-2611-1,807,336,6
CARP-2619-1,633,508,1
CARP-2619-1,657,285,6
CARP-2631-1,760,559,1
CARP-2631-1,765,405,6
CARP-2642-1,692,639,1
CARP-2642-1,779,244,6
CARP-2657-1,705,540,1
CARP-2657-1,717,316,6
CARP-2658-1,729,535,1
CARP-2658-1,770,314,6
CARP-3644-2,690,947,1
CARP-3644-2,794,569,6
CARP-3684-1,687,531,1
CARP-3684-1,741,257,6
CARP-3685-2,657,509,1
CARP-3685-2,698,331,6
Dittert-2-74,798,557,1
Dittert-2-74,848,256,6
Dittert-2-76,669,528,1
Dittert-2-76,671,133,6
Dittert-6-101,700,561,1
Dittert-6-101,775,313,6
Dittert-6-140,689,538,1
Dittert-6-140,681,217,6
Dittert-6-247,719,544,1
Dittert-6-247,756,365,6
Dittert-m-9,679,624,1
Dittert-m-9,698,407,6
Dittert-s4-111,719,561,1
Dittert-s4-111,752,263,6
Dittert-s4-18,804,569,1
Dittert-s4-18,792,302,6
Dittert-s4-19,677,544,1
Dittert-s4-19,706,348,6
Dittert-s4-69,706,515,1
Dittert-s4-69,723,340,6
Dittert-s5-147,710,569,1
Dittert-s5-147,779,315,6
Dittert-s5-53,708,565,1
Dittert-s5-53,752,298,6
Dittert-s5-89,710,511,1
Dittert-s5-89,777,171,6
Dittert-s6-54,779,897,1
Dittert-s6-54,856,350,6
FFF-2033-1,698,532,1
FFF-2033-1,689,549,6
FFF-2073-1,712,826,1
FFF-2073-1,823,379,6
FFF-2120-1,606,538,1
FFF-2120-1,719,271,6
FFF-2707-1,721,594,1
FFF-2707-1,752,423,6
FFF-2709-1,796,528,1
FFF-2709-1,788,436,6
FFF-2773-1,704,511,1
FFF-2773-1,723,246,6
FFF-2935-1,740,908,1
FFF-2935-1,859,507,6
GFS-13438-1,662,559,1
GFS-13438-1,692,413,6
GFS-1975-11-04380440-1,628,595,1
GFS-1975-11-04380440-1,644,455,6
GFS-1975-11-160-1,583,503,1
GFS-1975-11-160-1,623,227,6
GFS-1975-11-239-1,700,496,1
GFS-1975-11-239-1,696,315,6
GFS-1975-11-321-1,654,515,1
GFS-1975-11-321-1,685,292,6
GFS-1975-11-8-1,702,501,1
GFS-1975-11-8-1,698,279,6
GFS-1977-27-68-32,700,653,1
GFS-1977-27-68-32,733,338,6
GFS-23301-1,602,501,1
GFS-23301-1,629,292,6
GFS-23442-1,698,534,1
GFS-23442-1,692,379,6
GFS-23458-1,683,586,1
GFS-23458-1,679,348,6
GFS-23472-1,589,498,1
GFS-23472-1,618,229,6
GFS-23744-1,744,801,1
GFS-23744-1,756,434,6
GFS-23834-1,777,520,1
GFS-23834-1,792,308,6
GFS-23921-1,723,515,1
GFS-23921-1,714,478,6
GFS-23952-1,641,494,1
GFS-23952-1,639,344,6
GFS-23985-1,629,480,1
GFS-23985-1,644,352,6
Homolovi2-Fig9.3-f,641,962,1
Homolovi2-Fig9.3-f,763,507,6
Homolovi2-Fig9.4-a,737,705,1
Homolovi2-Fig9.4-a,821,501,6
Homolovi2-Fig9.4-i,725,538,1
Homolovi2-Fig9.4-i,733,438,6
Homolovi2-Fig9.4-k,625,513,1
Homolovi2-Fig9.4-k,652,292,6
Homolovi2-Fig9.6-b,614,507,1
Homolovi2-Fig9.6-b,592,519,6
Homolovi2-Fig9.8-e,650,511,1
Homolovi2-Fig9.8-e,692,363,6
Homolovi2-Fig9.8-g,627,526,1
Homolovi2-Fig9.8-g,652,342,6
HRP-44-1,719,507,1
HRP-44-1,721,348,6
HRP-45-1,675,528,1
HRP-45-1,683,359,6
HRP-56-1,696,519,1
HRP-56-1,681,365,6
HRP-HIV-225-14,725,534,1
HRP-HIV-225-14,758,288,6
HRP-HIV-227-25,729,617,1
HRP-HIV-227-25,750,509,6
HRP-HIV-231-39,863,866,1
HRP-HIV-231-39,879,467,6
PuebloGrande-1-g1-228-,717,764,1
PuebloGrande-1-g1-228-,783,503,6
PuebloGrande-1-g1-232-,798,572,1
PuebloGrande-1-g1-232-,796,569,6
PuebloGrande-1-g1-309-,604,537,1
PuebloGrande-1-g1-309-,625,248,6
PuebloGrande-1-g1-354-,641,782,1
PuebloGrande-1-g1-354-,744,290,6
PuebloGrande-1-g1-40-,639,507,1
PuebloGrande-1-g1-40-,673,331,6
PuebloGrande-1-J1-760,652,515,1
PuebloGrande-1-J1-760,666,352,6
PuebloGrande-1-j1-760-,660,515,1
PuebloGrande-1-j1-760-,669,356,6
PuebloGrande-1-j1-765-,733,507,1
PuebloGrande-1-j1-765-,746,405,6
PuebloGrande-1-j1-z316-,617,506,1
PuebloGrande-1-j1-z316-,679,217,6
PuebloGrande-1-T1-19,591,594,1
PuebloGrande-1-T1-19,652,260,6
PuebloGrande-1-T1-514,675,695,1
PuebloGrande-1-T1-514,706,258,6
PuebloGrande-1-T1-517,652,989,1
PuebloGrande-1-T1-517,779,759,6
PuebloGrande-1-T1-910a,654,698,1
PuebloGrande-1-T1-910a,713,314,6
PuebloGrande-1-T1-910b,731,820,1
PuebloGrande-1-T1-910b,735,300,6
PuebloGrande-2013.16.118,655,517,1
PuebloGrande-2013.16.118,690,352,6
PuebloGrande-2013.16.121,677,513,1
PuebloGrande-2013.16.121,689,538,6
PuebloGrande-2013.16.122,702,524,1
PuebloGrande-2013.16.122,704,551,6
PuebloGrande-2013.16.123,704,524,1
PuebloGrande-2013.16.123,785,350,6
PuebloGrande-2013.16.124,631,503,1
PuebloGrande-2013.16.124,662,432,6
PuebloGrande-2013.16.125,660,511,1
PuebloGrande-2013.16.125,679,317,6
PuebloGrande-2013.16.126,773,542,1
PuebloGrande-2013.16.126,804,438,6
PuebloGrande-2013.16.127,664,511,1
PuebloGrande-2013.16.127,639,586,6
PuebloGrande-2013.16.128,696,511,1
PuebloGrande-2013.16.128,692,496,6
PuebloGrande-2013.16.129,671,517,1
PuebloGrande-2013.16.129,675,486,6
PuebloGrande-2013.16.133,656,657,1
PuebloGrande-2013.16.133,773,369,6
PuebloGrande-2013.16.136,598,517,1
PuebloGrande-2013.16.136,621,227,6
PuebloGrande-2013.16.138,575,636,1
PuebloGrande-2013.16.138,612,308,6
PuebloGrande-2013.16.141,633,509,1
PuebloGrande-2013.16.141,658,356,6
PuebloGrande-2013.16.145,633,503,1
PuebloGrande-2013.16.145,633,515,6
PuebloGrande-2013.16.146,708,607,1
PuebloGrande-2013.16.146,816,229,6
PuebloGrande-2013.16.B111-PD16540.02,689,711,1
PuebloGrande-2013.16.B111-PD16540.02,685,636,6
PuebloGrande-2013.16.B111-PD17486.02,608,504,1
PuebloGrande-2013.16.B111-PD17486.02,611,420,6
PuebloGrande-2013.16.B111-PD17897.04,649,793,1
PuebloGrande-2013.16.B111-PD17897.04,742,355,6
PuebloGrande-2015-34-18-1,650,635,1
PuebloGrande-2015-34-18-1,703,301,6
PuebloGrande-2019.28.023-1,676,551,1
PuebloGrande-2019.28.023-1,703,417,6
PuebloGrande-2019.28.025-1,703,510,1
PuebloGrande-2019.28.025-1,716,322,6
PuebloGrande-2019.28.029-1,667,720,1
PuebloGrande-2019.28.029-1,712,279,6
PuebloGrande-2019.28.031-1,626,532,1
PuebloGrande-2019.28.031-1,624,484,6
PuebloGrande-2019.28.032-1,602,525,1
PuebloGrande-2019.28.032-1,626,210,6
PuebloGrande-2019.28.033-1,580,519,1
PuebloGrande-2019.28.033-1,624,217,6
PuebloGrande-91-9-52-,696,707,1
PuebloGrande-91-9-52-,716,216,6
PuebloGrande-91-9-53,656,574,1
PuebloGrande-91-9-53,705,329,6
PuebloGrande-91-9-56,629,511,1
PuebloGrande-91-9-56,640,176,6
PuebloGrande-91-9-57,650,531,1
PuebloGrande-91-9-57,725,225,6
PuebloGrande-91-9-58,816,493,1
PuebloGrande-91-9-58,765,600,6
PuebloGrande-91-9-59,692,533,1
PuebloGrande-91-9-59,715,337,6
PuebloGrande-91-9-62,575,502,1
PuebloGrande-91-9-62,647,204,6
PuebloGrande-91-9-69,710,795,1
PuebloGrande-91-9-69,705,754,6
PuebloGrande-92-29-2,685,510,1
PuebloGrande-92-29-2,669,574,6
PuebloGrande-92-29-5,673,523,1
PuebloGrande-92-29-5,696,337,6
PuebloGrande-92-30-101,661,616,1
PuebloGrande-92-30-101,680,227,6
PuebloGrande-92-30-103,664,512,1
PuebloGrande-92-30-103,700,458,6
PuebloGrande-92-30-3,634,626,1
PuebloGrande-92-30-3,708,340,6
PuebloGrande-92-30-4,783,538,1
PuebloGrande-92-30-4,813,477,6
PuebloGrande-92-30-87,731,595,1
PuebloGrande-92-30-87,744,468,6
PuebloGrande-92-30-92,685,531,1
PuebloGrande-92-30-92,767,190,6
PuebloGrande-92-30-93,722,513,1
PuebloGrande-92-30-93,705,556,6
PuebloGrande-92-30-94,702,624,1
PuebloGrande-92-30-94,709,545,6
PuebloGrande-92-30-97,622,614,1
PuebloGrande-92-30-97,650,240,6
PuebloGrande-92-30-98-,671,675,1
PuebloGrande-92-30-98-,697,404,6
PuebloGrande-97-1-5,649,508,1
PuebloGrande-97-1-5,688,224,6
PuebloGrande-PGM73-L14,633,691,1
PuebloGrande-PGM73-L14,620,686,6
PuebloGrande-PGM79-L2,820,981,1
PuebloGrande-PGM79-L2,911,374,6
PuebloGrande-PGM79-L4,663,512,1
PuebloGrande-PGM79-L4,643,574,6
PuebloGrande-u-9-1-n5e4-s-36-,627,639,1
PuebloGrande-u-9-1-n5e4-s-36-,688,400,6
PuebloGrande-u-9-1-n5e4-s-57-,837,828,1
PuebloGrande-u-9-1-n5e4-s-57-,849,422,6
PuebloGrande-u-9-1-n5e4-s-74-,654,506,1
PuebloGrande-u-9-1-n5e4-s-74-,647,451,6
RCD-V_5_101-9003-2,763,739,1
RCD-V_5_101-9003-2,907,455,6
RCD-V_5_4-136-5,633,580,1
RCD-V_5_4-136-5,641,240,6
RCD-V_5_4-148-2,708,526,1
RCD-V_5_4-148-2,731,450,6
RCD-V_5_4-148-3,671,549,1
RCD-V_5_4-148-3,704,350,6
RCD-V_5_4-148-5,763,868,1
RCD-V_5_4-148-5,796,584,6
RCD-V_5_4-180,631,636,1
RCD-V_5_4-180,641,204,6
RCD-V_5_4-417-2,638,508,1
RCD-V_5_4-417-2,622,515,6
RCD-V_5_4-911,616,607,1
RCD-V_5_4-911,696,175,6
RCD-V_5_4-911-2,654,513,1
RCD-V_5_4-911-2,658,505,6
RCD-V_5_4-911-5,660,509,1
RCD-V_5_4-911-5,669,465,6
RCD-V_5_90-6484,635,519,1
RCD-V_5_90-6484,662,354,6
RPMS-11251-1,680,530,1
RPMS-11251-1,688,342,6
RPMS-11257-1,600,495,1
RPMS-11257-1,671,294,6
RPMS-11262-1,599,852,1
RPMS-11262-1,596,847,6
RPMS-12929-1,649,500,1
RPMS-12929-1,662,472,6
RPMS-136-1,771,603,1
RPMS-136-1,803,441,6
RPMS-1449-1,660,513,1
RPMS-1449-1,665,480,6
RPMS-14625-1,647,519,1
RPMS-14625-1,669,364,6
RPMS-148-1,699,532,1
RPMS-148-1,721,465,6
RPMS-1868-1,716,549,1
RPMS-1868-1,723,499,6
RPMS-20347-1,617,500,1
RPMS-20347-1,650,363,6
RPMS-20749-1,773,1000,1
RPMS-20749-1,861,225,6
RPMS-2083-1,736,549,1
RPMS-2083-1,753,536,6
RPMS-20851-1,738,705,1
RPMS-20851-1,734,638,6
RPMS-20878-1,690,534,1
RPMS-20878-1,758,283,6
RPMS-20899-1,619,504,1
RPMS-20899-1,626,467,6
RPMS-21178-1,667,513,1
RPMS-21178-1,669,521,6
RPMS-2126-1,745,608,1
RPMS-2126-1,798,491,6
RPMS-21357-1,703,540,1
RPMS-21357-1,745,407,6
RPMS-2136-1,650,601,1
RPMS-2136-1,729,251,6
RPMS-21690-1,686,572,1
RPMS-21690-1,706,226,6
RPMS-2247-1,665,510,1
RPMS-2247-1,665,435,6
RPMS-23723-1,658,528,1
RPMS-23723-1,716,251,6
RPMS-24067-1,611,618,1
RPMS-24067-1,621,435,6
RPMS-2420-1,688,528,1
RPMS-2420-1,701,476,6
RPMS-24310-1,727,530,1
RPMS-24310-1,755,344,6
RPMS-24393-1,751,584,1
RPMS-24393-1,753,575,6
RPMS-24639-1,645,707,1
RPMS-24639-1,680,590,6
RPMS-24716-1,697,685,1
RPMS-24716-1,816,413,6
RPMS-250-1,652,508,1
RPMS-250-1,641,500,6
RPMS-25817-1,736,536,1
RPMS-25817-1,738,506,6
RPMS-27207-1,619,500,1
RPMS-27207-1,684,216,6
RPMS-27242-1,606,517,1
RPMS-27242-1,634,350,6
RPMS-27255-1,651,824,1
RPMS-27255-1,730,385,6
RPMS-27346-1,622,515,1
RPMS-27346-1,630,448,6
RPMS-27729-1,630,521,1
RPMS-27729-1,634,478,6
RPMS-27739-1,637,648,1
RPMS-27739-1,690,359,6
RPMS-27784-1,639,653,1
RPMS-27784-1,660,551,6
RPMS-29411-1,637,506,1
RPMS-29411-1,663,253,6
RPMS-29414-1,634,510,1
RPMS-29414-1,641,487,6
RPMS-29591-1,617,508,1
RPMS-29591-1,632,310,6
RPMS-29788-1,671,515,1
RPMS-29788-1,673,458,6
RPMS-29833-1,609,644,1
RPMS-29833-1,636,549,6
RPMS-30359-1,639,513,1
RPMS-30359-1,690,188,6
RPMS-35571-1,619,512,1
RPMS-35571-1,706,223,6
RPMS-3816-1,606,543,1
RPMS-3816-1,686,251,6
RPMS-3831-1,652,579,1
RPMS-3831-1,663,474,6
RPMS-4067-1,695,502,1
RPMS-4067-1,690,428,6
RPMS-4073-1,663,510,1
RPMS-4073-1,678,439,6
RPMS-4074-1,613,500,1
RPMS-4074-1,624,340,6
RPMS-4104-1,788,725,1
RPMS-4104-1,812,379,6
RPMS-42454-1,624,519,1
RPMS-42454-1,663,268,6
RPMS-4295-1,636,506,1
RPMS-4295-1,669,286,6
RPMS-5432-2,762,938,1
RPMS-5432-2,783,843,6
RPMS-5436-1,807,927,1
RPMS-5436-1,853,463,6
RPMS-5451-1,634,551,1
RPMS-5451-1,688,318,6
RPMS-5458-1,719,540,1
RPMS-5458-1,725,301,6
RPMS-5468-1,697,517,1
RPMS-5468-1,691,443,6
RPMS-5477-1,624,558,1
RPMS-5477-1,662,353,6
RPMS-5480-1,725,566,1
RPMS-5480-1,753,348,6
RPMS-5481-1,611,729,1
RPMS-5481-1,639,497,6
RPMS-5488-1,637,484,1
RPMS-5488-1,637,525,6
RPMS-5489-1,613,672,1
RPMS-5489-1,643,350,6
RPMS-5555-1,626,515,1
RPMS-5555-1,636,264,6
RPMS-5555-3,732,545,1
RPMS-5555-3,771,368,6
RPMS-5563-1,747,685,1
RPMS-5563-1,755,605,6
RPMS-5575-1,636,528,1
RPMS-5575-1,671,270,6
RPMS-5581-1,691,517,1
RPMS-5581-1,719,394,6
RPMS-5584-1,684,586,1
RPMS-5584-1,708,459,6
RPMS-5586-1,633,365,1
RPMS-5586-1,650,290,6
RPMS-5592-1,734,515,1
RPMS-5592-1,732,359,6
RPMS-5608-1,678,530,1
RPMS-5608-1,691,478,6
RPMS-5609-2,600,515,1
RPMS-5609-2,615,201,6
RPMS-5609-5,750,549,1
RPMS-5609-5,788,392,6
RPMS-5615-1,712,567,1
RPMS-5615-1,721,621,6
RPMS-5617-1,663,698,1
RPMS-5617-1,663,476,6
RPMS-5619-1,645,538,1
RPMS-5619-1,656,372,6
RPMS-5620-1,816,599,1
RPMS-5620-1,783,394,6
RPMS-5622-1,693,489,1
RPMS-5622-1,693,405,6
RPMS-5634-1,680,502,1
RPMS-5634-1,682,299,6
RPMS-5638-1,730,525,1
RPMS-5638-1,768,417,6
RPMS-5644-1,704,664,1
RPMS-5644-1,699,614,6
RPMS-5646-1,675,510,1
RPMS-5646-1,704,221,6
RPMS-5661-1,690,508,1
RPMS-5661-1,686,329,6
RPMS-5669-1,622,508,1
RPMS-5669-1,645,415,6
RPMS-5675-1,598,556,1
RPMS-5675-1,660,327,6
RPMS-5677-1,667,502,1
RPMS-5677-1,665,400,6
RPMS-5681-1,703,502,1
RPMS-5681-1,697,424,6
RPMS-5681-2,657,546,1
RPMS-5681-2,708,247,6
RPMS-5684-1,668,510,1
RPMS-5684-1,676,405,6
RPMS-5685-1,738,512,1
RPMS-5685-1,730,557,6
RPMS-5945-1,753,518,1
RPMS-5945-1,756,268,6
RPMS-5952-1,756,544,1
RPMS-5952-1,749,617,6
RPMS-5975-2,707,656,1
RPMS-5975-2,747,442,6
RPMS-5975-3,578,529,1
RPMS-5975-3,616,254,6
RPMS-5982-1,635,508,1
RPMS-5982-1,646,281,6
RPMS-5983-1,732,542,1
RPMS-5983-1,763,382,6
RPMS-5987-1,601,497,1
RPMS-5987-1,604,320,6
RPMS-6029-1,742,902,1
RPMS-6029-1,758,752,6
RPMS-6043-1,695,527,1
RPMS-6043-1,713,452,6
RPMS-6045-1,690,508,1
RPMS-6045-1,694,432,6
RPMS-605-1,665,518,1
RPMS-605-1,694,284,6
RPMS-6053-2,687,519,1
RPMS-6053-2,694,475,6
RPMS-6068-1,669,521,1
RPMS-6068-1,672,494,6
RPMS-6137-1,688,576,1
RPMS-6137-1,686,571,6
RPMS-6236-1,759,629,1
RPMS-6236-1,789,370,6
RPMS-6247-1,618,512,1
RPMS-6247-1,634,331,6
RPMS-6267-1,685,530,1
RPMS-6267-1,704,440,6
RPMS-628-1,638,505,1
RPMS-628-1,629,578,6
RPMS-6337-1,735,810,1
RPMS-6337-1,736,766,6
RPMS-6339-1,781,566,1
RPMS-6339-1,773,494,6
RPMS-6348-1,675,507,1
RPMS-6348-1,680,417,6
RPMS-6358-2,785,546,1
RPMS-6358-2,796,331,6
RPMS-6366-1,722,495,1
RPMS-6366-1,704,303,6
RPMS-6368-1,665,512,1
RPMS-6368-1,686,232,6
RPMS-6370-1,630,515,1
RPMS-6370-1,656,324,6
RPMS-6375-1,719,509,1
RPMS-6375-1,731,327,6
RPMS-6379-1,709,511,1
RPMS-6379-1,746,308,6
RPMS-6380-1,721,500,1
RPMS-6380-1,719,349,6
RPMS-6395-1,652,511,1
RPMS-6395-1,680,370,6
RPMS-6444-3,726,703,1
RPMS-6444-3,727,649,6
RPMS-6448-1,709,664,1
RPMS-6448-1,718,558,6
RPMS-6453-1,696,550,1
RPMS-6453-1,667,633,6
RPMS-6456-1,744,637,1
RPMS-6456-1,759,574,6
RPMS-6464-2,893,881,1
RPMS-6464-2,891,787,6
RPMS-6465-1,664,609,1
RPMS-6465-1,688,452,6
RPMS-6467-1,695,501,1
RPMS-6467-1,685,385,6
RPMS-6472-1,728,509,1
RPMS-6472-1,732,452,6
RPMS-6474-1,702,511,1
RPMS-6474-1,715,477,6
RPMS-6478-1,801,500,1
RPMS-6478-1,799,407,6
RPMS-6483-1,738,608,1
RPMS-6483-1,771,390,6
RPMS-6484-1,676,522,1
RPMS-6484-1,676,328,6
RPMS-6492-1,679,504,1
