id,x,y,landmark
ASMHRP-AZ_J-14-3-180.13,796,559,1
ASMHRP-AZ_J-14-3-180.13,892,317,2
ASMHRP-AZ_J-14-3-180.13,915,62,3
ASMHRP-AZ_J-14-3-180.13,696,54,4
ASMHRP-AZ_J-14-3-180.13,502,144,5
ASMHRP-AZ_J-14-3-180.13,781,580,6
ASMHRP-AZ_J-14-3-180.13,664,467,7
ASMHRP-AZ_J-14-3-180.13,840,402,8
ASMHRP-AZ_J-14-3-2576.16,656,521,1
ASMHRP-AZ_J-14-3-2576.16,687,275,2
ASMHRP-AZ_J-14-3-2576.16,694,8,3
ASMHRP-AZ_J-14-3-2576.16,598,43,4
ASMHRP-AZ_J-14-3-2576.16,504,64,5
ASMHRP-AZ_J-14-3-2576.16,666,413,6
ASMHRP-AZ_J-14-3-2576.16,621,331,7
ASMHRP-AZ_J-14-3-2576.16,675,267,8
ASMHRP-AZ_J-14-3-2785.13,677,501,1
ASMHRP-AZ_J-14-3-2785.13,737,256,2
ASMHRP-AZ_J-14-3-2785.13,702,6,3
ASMHRP-AZ_J-14-3-2785.13,602,75,4
ASMHRP-AZ_J-14-3-2785.13,497,104,5
ASMHRP-AZ_J-14-3-2785.13,700,407,6
ASMHRP-AZ_J-14-3-2785.13,629,359,7
ASMHRP-AZ_J-14-3-2785.13,727,275,8
ASMHRP-AZ_J-14-3-280.13,683,655,1
ASMHRP-AZ_J-14-3-280.13,737,347,2
ASMHRP-AZ_J-14-3-280.13,733,8,3
ASMHRP-AZ_J-14-3-280.13,610,41,4
ASMHRP-AZ_J-14-3-280.13,508,62,5
ASMHRP-AZ_J-14-3-280.13,729,292,6
ASMHRP-AZ_J-14-3-280.13,669,252,7
ASMHRP-AZ_J-14-3-280.13,733,187,8
ASMHRP-AZ_J-14-3-3021.39,719,515,1
ASMHRP-AZ_J-14-3-3021.39,712,269,2
ASMHRP-AZ_J-14-3-3021.39,662,22,3
ASMHRP-AZ_J-14-3-3021.39,568,19,4
ASMHRP-AZ_J-14-3-3021.39,451,20,5
ASMHRP-AZ_J-14-3-3021.39,708,340,6
ASMHRP-AZ_J-14-3-3021.39,648,273,7
ASMHRP-AZ_J-14-3-3021.39,698,196,8
ASMHRP-AZ_J-14-3-640.14,687,511,1
ASMHRP-AZ_J-14-3-640.14,740,265,2
ASMHRP-AZ_J-14-3-640.14,717,20,3
ASMHRP-AZ_J-14-3-640.14,593,33,4
ASMHRP-AZ_J-14-3-640.14,481,35,5
ASMHRP-AZ_J-14-3-640.14,727,290,6
ASMHRP-AZ_J-14-3-640.14,683,233,7
ASMHRP-AZ_J-14-3-640.14,735,164,8
ASMHRP-AZ_J-14-3-722.14,721,482,1
ASMHRP-AZ_J-14-3-722.14,831,244,2
ASMHRP-AZ_J-14-3-722.14,750,16,3
ASMHRP-AZ_J-14-3-722.14,573,52,4
ASMHRP-AZ_J-14-3-722.14,447,110,5
ASMHRP-AZ_J-14-3-722.14,731,532,6
ASMHRP-AZ_J-14-3-722.14,727,405,7
ASMHRP-AZ_J-14-3-722.14,800,304,8
ASMHRP-AZ_J-14-3-85.38,721,565,1
ASMHRP-AZ_J-14-3-85.38,765,338,2
ASMHRP-AZ_J-14-3-85.38,746,37,3
ASMHRP-AZ_J-14-3-85.38,600,6,4
ASMHRP-AZ_J-14-3-85.38,464,25,5
ASMHRP-AZ_J-14-3-85.38,750,423,6
ASMHRP-AZ_J-14-3-85.38,735,373,7
ASMHRP-AZ_J-14-3-85.38,760,334,8
ASMHRP-AZ_J-14-3-865.17,879,657,1
ASMHRP-AZ_J-14-3-865.17,930,409,2
ASMHRP-AZ_J-14-3-865.17,971,139,3
ASMHRP-AZ_J-14-3-865.17,742,77,4
ASMHRP-AZ_J-14-3-865.17,512,96,5
ASMHRP-AZ_J-14-3-865.17,877,617,6
ASMHRP-AZ_J-14-3-865.17,773,515,7
ASMHRP-AZ_J-14-3-865.17,892,436,8
ASMHRP-AZ_J-14-3-87.13,666,517,1
ASMHRP-AZ_J-14-3-87.13,723,254,2
ASMHRP-AZ_J-14-3-87.13,681,8,3
ASMHRP-AZ_J-14-3-87.13,591,56,4
ASMHRP-AZ_J-14-3-87.13,506,100,5
ASMHRP-AZ_J-14-3-87.13,712,392,6
ASMHRP-AZ_J-14-3-87.13,666,317,7
ASMHRP-AZ_J-14-3-87.13,723,246,8
ASMHRP-AZ_J-14-3-98.27,796,966,1
ASMHRP-AZ_J-14-3-98.27,913,519,2
ASMHRP-AZ_J-14-3-98.27,919,48,3
ASMHRP-AZ_J-14-3-98.27,708,52,4
ASMHRP-AZ_J-14-3-98.27,474,41,5
ASMHRP-AZ_J-14-3-98.27,873,615,6
ASMHRP-AZ_J-14-3-98.27,754,496,7
ASMHRP-AZ_J-14-3-98.27,896,396,8
ASMHRP-AZ_P-2-11-I-138,706,551,1
ASMHRP-AZ_P-2-11-I-138,752,292,2
ASMHRP-AZ_P-2-11-I-138,714,56,3
ASMHRP-AZ_P-2-11-I-138,604,44,4
ASMHRP-AZ_P-2-11-I-138,504,43,5
ASMHRP-AZ_P-2-11-I-138,719,496,6
ASMHRP-AZ_P-2-11-I-138,646,409,7
ASMHRP-AZ_P-2-11-I-138,746,344,8
ASMHRP-AZ_P-2-11-I-148,685,780,1
ASMHRP-AZ_P-2-11-I-148,802,402,2
ASMHRP-AZ_P-2-11-I-148,833,16,3
ASMHRP-AZ_P-2-11-I-148,664,64,4
ASMHRP-AZ_P-2-11-I-148,497,91,5
ASMHRP-AZ_P-2-11-I-148,800,407,6
ASMHRP-AZ_P-2-11-I-148,669,367,7
ASMHRP-AZ_P-2-11-I-148,823,317,8
ASMHRP-AZ_P-2-11-I-15,736,532,1
ASMHRP-AZ_P-2-11-I-15,783,283,2
ASMHRP-AZ_P-2-11-I-15,752,35,3
ASMHRP-AZ_P-2-11-I-15,610,52,4
ASMHRP-AZ_P-2-11-I-15,481,66,5
ASMHRP-AZ_P-2-11-I-15,756,373,6
ASMHRP-AZ_P-2-11-I-15,706,281,7
ASMHRP-AZ_P-2-11-I-15,794,200,8
ASMHRP-AZ_P-2-11-I-154,702,523,1
ASMHRP-AZ_P-2-11-I-154,696,263,2
ASMHRP-AZ_P-2-11-I-154,648,14,3
ASMHRP-AZ_P-2-11-I-154,568,64,4
ASMHRP-AZ_P-2-11-I-154,491,85,5
ASMHRP-AZ_P-2-11-I-154,694,300,6
ASMHRP-AZ_P-2-11-I-154,606,281,7
ASMHRP-AZ_P-2-11-I-154,687,225,8
ASMHRP-AZ_P-2-11-I-23,679,521,1
ASMHRP-AZ_P-2-11-I-23,727,263,2
ASMHRP-AZ_P-2-11-I-23,712,8,3
ASMHRP-AZ_P-2-11-I-23,593,35,4
ASMHRP-AZ_P-2-11-I-23,489,35,5
ASMHRP-AZ_P-2-11-I-23,712,325,6
ASMHRP-AZ_P-2-11-I-23,654,267,7
ASMHRP-AZ_P-2-11-I-23,725,212,8
ASMHRP-AZ_P-2-11-I-94,750,594,1
ASMHRP-AZ_P-2-11-I-94,788,354,2
ASMHRP-AZ_P-2-11-I-94,729,68,3
ASMHRP-AZ_P-2-11-I-94,593,80,4
ASMHRP-AZ_P-2-11-I-94,502,85,5
ASMHRP-AZ_P-2-11-I-94,769,469,6
ASMHRP-AZ_P-2-11-I-94,706,384,7
ASMHRP-AZ_P-2-11-I-94,760,298,8
ASMHRP-AZ_P-2-11-I-99,729,910,1
ASMHRP-AZ_P-2-11-I-99,850,505,2
ASMHRP-AZ_P-2-11-I-99,836,62,3
ASMHRP-AZ_P-2-11-I-99,675,39,4
ASMHRP-AZ_P-2-11-I-99,516,50,5
ASMHRP-AZ_P-2-11-I-99,802,659,6
ASMHRP-AZ_P-2-11-I-99,712,586,7
ASMHRP-AZ_P-2-11-I-99,821,490,8
Awatovi-25165,677,559,1
Awatovi-25165,679,319,2
Awatovi-25165,660,31,3
Awatovi-25165,571,7,4
Awatovi-25165,487,10,5
Awatovi-25165,663,277,6
Awatovi-25165,601,225,7
Awatovi-25165,668,158,8
Awatovi-38763,636,748,1
Awatovi-38763,753,386,2
Awatovi-38763,873,35,3
Awatovi-38763,665,76,4
Awatovi-38763,472,128,5
Awatovi-38763,765,374,6
Awatovi-38763,726,292,7
Awatovi-38763,828,231,8
Awatovi-38765,782,535,1
Awatovi-38765,775,291,2
Awatovi-38765,755,38,3
Awatovi-38765,628,12,4
Awatovi-38765,493,24,5
Awatovi-38765,776,223,6
Awatovi-38765,741,192,7
Awatovi-38765,789,136,8
Awatovi-38780,755,514,1
Awatovi-38780,833,281,2
Awatovi-38780,905,41,3
Awatovi-38780,688,21,4
Awatovi-38780,519,200,5
Awatovi-38780,773,401,6
Awatovi-38780,738,291,7
Awatovi-38780,894,168,8
Awatovi-40394,688,663,1
Awatovi-40394,680,352,2
Awatovi-40394,670,47,3
Awatovi-40394,580,20,4
Awatovi-40394,490,22,5
Awatovi-40394,670,389,6
Awatovi-40394,627,304,7
Awatovi-40394,683,173,8
Awatovi-44619,667,525,1
Awatovi-44619,731,284,2
Awatovi-44619,797,37,3
Awatovi-44619,634,33,4
Awatovi-44619,493,102,5
Awatovi-44619,669,469,6
Awatovi-44619,627,390,7
Awatovi-44619,714,318,8
Awatovi-45940,776,690,1
Awatovi-45940,835,369,2
Awatovi-45940,917,42,3
Awatovi-45940,716,28,4
Awatovi-45940,493,34,5
Awatovi-45940,796,535,6
Awatovi-45940,779,472,7
Awatovi-45940,824,419,8
Awatovi-45942,747,655,1
Awatovi-45942,787,350,2
Awatovi-45942,783,71,3
Awatovi-45942,627,61,4
Awatovi-45942,483,109,5
Awatovi-45942,772,399,6
Awatovi-45942,714,329,7
Awatovi-45942,824,210,8
Awatovi-45943,668,569,1
Awatovi-45943,686,340,2
Awatovi-45943,712,101,3
Awatovi-45943,608,49,4
Awatovi-45943,501,26,5
Awatovi-45943,682,345,6
Awatovi-45943,674,291,7
Awatovi-45943,726,238,8
Awatovi-45950,646,599,1
Awatovi-45950,738,307,2
Awatovi-45950,675,11,3
Awatovi-45950,577,33,4
Awatovi-45950,493,48,5
Awatovi-45950,739,283,6
Awatovi-45950,697,225,7
Awatovi-45950,763,174,8
Awatovi-45963,612,513,1
Awatovi-45963,634,266,2
Awatovi-45963,617,18,3
Awatovi-45963,554,26,4
Awatovi-45963,505,63,5
Awatovi-45963,631,230,6
Awatovi-45963,596,191,7
Awatovi-45963,636,130,8
Awatovi-45965,673,539,1
Awatovi-45965,710,292,2
Awatovi-45965,696,28,3
Awatovi-45965,609,16,4
Awatovi-45965,527,11,5
Awatovi-45965,692,266,6
Awatovi-45965,637,199,7
Awatovi-45965,683,115,8
CARP-1110-1,598,534,1
CARP-1110-1,673,285,2
CARP-1110-1,742,48,3
CARP-1110-1,642,5,4
CARP-1110-1,532,3,5
CARP-1110-1,662,341,6
CARP-1110-1,608,246,7
CARP-1110-1,672,202,8
CARP-1110-2,679,900,1
CARP-1110-2,800,471,2
CARP-1110-2,856,34,3
CARP-1110-2,675,87,4
CARP-1110-2,493,124,5
CARP-1110-2,795,501,6
CARP-1110-2,726,382,7
CARP-1110-2,826,335,8
CARP-1121-1,602,550,1
CARP-1121-1,676,309,2
CARP-1121-1,702,48,3
CARP-1121-1,596,13,4
CARP-1121-1,493,21,5
CARP-1121-1,670,302,6
CARP-1121-1,605,261,7
CARP-1121-1,695,246,8
CARP-1124-1,707,541,1
CARP-1124-1,740,304,2
CARP-1124-1,730,69,3
CARP-1124-1,609,91,4
CARP-1124-1,485,111,5
CARP-1124-1,733,343,6
CARP-1124-1,683,309,7
CARP-1124-1,749,251,8
CARP-2220-1,813,993,1
CARP-2220-1,913,498,2
CARP-2220-1,805,12,3
CARP-2220-1,635,39,4
CARP-2220-1,456,24,5
CARP-2220-1,922,589,6
CARP-2220-1,750,455,7
CARP-2220-1,866,272,8
CARP-2226-1,795,664,1
CARP-2226-1,835,343,2
CARP-2226-1,831,21,3
CARP-2226-1,669,36,4
CARP-2226-1,513,84,5
CARP-2226-1,806,457,6
CARP-2226-1,737,406,7
CARP-2226-1,831,270,8
CARP-2263-1,664,516,1
CARP-2263-1,726,274,2
CARP-2263-1,766,31,3
CARP-2263-1,616,35,4
CARP-2263-1,496,55,5
CARP-2263-1,676,443,6
CARP-2263-1,669,401,7
CARP-2263-1,702,354,8
CARP-2272-1,694,509,1
CARP-2272-1,719,259,2
CARP-2272-1,695,15,3
CARP-2272-1,585,16,4
CARP-2272-1,488,7,5
CARP-2272-1,705,286,6
CARP-2272-1,674,259,7
CARP-2272-1,717,172,8
CARP-2283-1,796,514,1
CARP-2283-1,831,266,2
CARP-2283-1,799,21,3
CARP-2283-1,635,7,4
CARP-2283-1,478,7,5
CARP-2283-1,796,378,6
CARP-2283-1,681,306,7
CARP-2283-1,817,248,8
CARP-2289-1,748,515,1
CARP-2289-1,797,269,2
CARP-2289-1,728,29,3
CARP-2289-1,583,20,4
CARP-2289-1,457,31,5
CARP-2289-1,767,348,6
CARP-2289-1,714,300,7
CARP-2289-1,800,225,8
CARP-2290-1,704,512,1
CARP-2290-1,735,275,2
CARP-2290-1,678,29,3
CARP-2290-1,581,8,4
CARP-2290-1,486,16,5
CARP-2290-1,729,298,6
CARP-2290-1,621,259,7
CARP-2290-1,706,207,8
CARP-2294-1,684,687,1
CARP-2294-1,719,358,2
CARP-2294-1,652,42,3
CARP-2294-1,554,22,4
CARP-2294-1,463,16,5
CARP-2294-1,714,412,6
CARP-2294-1,664,353,7
CARP-2294-1,735,261,8
CARP-2295-1,681,697,1
CARP-2295-1,813,433,2
CARP-2295-1,862,145,3
CARP-2295-1,711,63,4
CARP-2295-1,539,28,5
CARP-2295-1,831,360,6
CARP-2295-1,794,292,7
CARP-2295-1,849,234,8
CARP-2296-1,728,545,1
CARP-2296-1,741,307,2
CARP-2296-1,735,55,3
CARP-2296-1,605,7,4
CARP-2296-1,475,11,5
CARP-2296-1,741,409,6
CARP-2296-1,704,323,7
CARP-2296-1,739,227,8
CARP-2297-1,738,516,1
CARP-2297-1,770,266,2
CARP-2297-1,722,19,3
CARP-2297-1,603,20,4
CARP-2297-1,496,25,5
CARP-2297-1,759,341,6
CARP-2297-1,652,240,7
CARP-2297-1,736,199,8
CARP-2305-1,742,638,1
CARP-2305-1,797,340,2
CARP-2305-1,832,25,3
CARP-2305-1,650,21,4
CARP-2305-1,476,15,5
CARP-2305-1,794,321,6
CARP-2305-1,767,256,7
CARP-2305-1,802,187,8
CARP-2311-1,760,533,1
CARP-2311-1,754,288,2
CARP-2311-1,738,21,3
CARP-2311-1,614,10,4
CARP-2311-1,485,14,5
CARP-2311-1,756,375,6
CARP-2311-1,721,336,7
CARP-2311-1,752,290,8
CARP-2321-1,711,622,1
CARP-2321-1,765,398,2
CARP-2321-1,782,203,3
CARP-2321-1,656,111,4
CARP-2321-1,523,104,5
CARP-2321-1,728,579,6
CARP-2321-1,695,511,7
CARP-2321-1,748,444,8
CARP-2340-1,752,532,1
CARP-2340-1,741,269,2
CARP-2340-1,745,22,3
CARP-2340-1,603,30,4
CARP-2340-1,496,29,5
CARP-2340-1,742,346,6
CARP-2340-1,678,295,7
CARP-2340-1,755,227,8
CARP-2345-1,699,501,1
CARP-2345-1,726,250,2
CARP-2345-1,650,12,3
CARP-2345-1,557,8,4
CARP-2345-1,458,11,5
CARP-2345-1,715,166,6
CARP-2345-1,626,170,7
CARP-2345-1,683,81,8
CARP-2350-1,700,531,1
CARP-2350-1,776,296,2
CARP-2350-1,794,48,3
CARP-2350-1,638,7,4
CARP-2350-1,492,35,5
CARP-2350-1,782,185,6
CARP-2350-1,664,196,7
CARP-2350-1,800,96,8
CARP-2370-1,632,531,1
CARP-2370-1,684,313,2
CARP-2370-1,711,72,3
CARP-2370-1,621,26,4
CARP-2370-1,513,18,5
CARP-2370-1,649,371,6
CARP-2370-1,611,323,7
CARP-2370-1,718,266,8
CARP-2374-1,773,683,1
CARP-2374-1,796,356,2
CARP-2374-1,773,16,3
CARP-2374-1,621,31,4
CARP-2374-1,464,57,5
CARP-2374-1,786,425,6
CARP-2374-1,664,365,7
CARP-2374-1,828,250,8
CARP-2379-1,683,498,1
CARP-2379-1,773,245,2
CARP-2379-1,681,7,3
CARP-2379-1,577,28,4
CARP-2379-1,493,40,5
CARP-2379-1,676,358,6
CARP-2379-1,647,306,7
CARP-2379-1,773,241,8
CARP-2380-1,671,672,1
CARP-2380-1,747,358,2
CARP-2380-1,791,53,3
CARP-2380-1,650,18,4
CARP-2380-1,499,10,5
CARP-2380-1,729,412,6
CARP-2380-1,671,340,7
CARP-2380-1,767,279,8
CARP-2385-1,799,531,1
CARP-2385-1,834,289,2
CARP-2385-1,831,46,3
CARP-2385-1,643,14,4
CARP-2385-1,448,43,5
CARP-2385-1,803,409,6
CARP-2385-1,738,290,7
CARP-2385-1,844,173,8
CARP-2397-1,772,542,1
CARP-2397-1,844,289,2
CARP-2397-1,848,29,3
CARP-2397-1,684,25,4
CARP-2397-1,512,87,5
CARP-2397-1,765,497,6
CARP-2397-1,721,395,7
CARP-2397-1,839,247,8
CARP-2398-1,712,515,1
CARP-2398-1,769,275,2
CARP-2398-1,765,16,3
CARP-2398-1,639,7,4
CARP-2398-1,508,11,5
CARP-2398-1,726,211,6
CARP-2398-1,666,185,7
CARP-2398-1,748,129,8
CARP-2401-1,793,727,1
CARP-2401-1,829,367,2
CARP-2401-1,807,14,3
CARP-2401-1,641,23,4
CARP-2401-1,475,39,5
CARP-2401-1,818,532,6
CARP-2401-1,731,475,7
CARP-2401-1,815,413,8
CARP-2412-1,652,494,1
CARP-2412-1,614,250,2
CARP-2412-1,549,7,3
CARP-2412-1,492,11,4
CARP-2412-1,448,40,5
CARP-2412-1,618,316,6
CARP-2412-1,594,265,7
CARP-2412-1,611,210,8
CARP-2422-1,711,524,1
CARP-2422-1,772,278,2
CARP-2422-1,820,35,3
CARP-2422-1,669,39,4
CARP-2422-1,510,40,5
CARP-2422-1,760,347,6
CARP-2422-1,693,264,7
CARP-2422-1,787,192,8
CARP-2423-1,746,519,1
CARP-2423-1,794,270,2
CARP-2423-1,804,9,3
CARP-2423-1,640,38,4
CARP-2423-1,491,74,5
CARP-2423-1,777,365,6
CARP-2423-1,710,319,7
