id,x,y,landmark
Awatovi-45942,787,350,2
Awatovi-45942,783,71,3
Awatovi-45942,627,61,4
Awatovi-45943,668,569,1
Awatovi-45943,686,340,2
Awatovi-45943,712,101,3
Awatovi-45943,608,49,4
Awatovi-45950,646,599,1
Awatovi-45950,738,307,2
Awatovi-45950,675,11,3
Awatovi-45950,577,33,4
Awatovi-45963,612,513,1
Awatovi-45963,634,266,2
Awatovi-45963,617,18,3
Awatovi-45963,554,26,4
Awatovi-45965,673,539,1
Awatovi-45965,710,292,2
Awatovi-45965,696,28,3
Awatovi-45965,609,16,4
CARP-1110-1,598,534,1
CARP-1110-1,673,285,2
CARP-1110-1,742,48,3
CARP-1110-1,642,5,4
CARP-1110-2,679,900,1
CARP-1110-2,800,471,2
CARP-1110-2,856,34,3
CARP-1110-2,675,87,4
CARP-1121-1,602,550,1
CARP-1121-1,676,309,2
CARP-1121-1,702,48,3
CARP-1121-1,596,13,4
CARP-1124-1,707,541,1
CARP-1124-1,740,304,2
CARP-1124-1,730,69,3
CARP-1124-1,609,91,4
CARP-2220-1,813,993,1
CARP-2220-1,913,498,2
CARP-2220-1,805,12,3
CARP-2220-1,635,39,4
CARP-2226-1,795,664,1
CARP-2226-1,835,343,2
CARP-2226-1,831,21,3
CARP-2226-1,669,36,4
CARP-2263-1,664,516,1
CARP-2263-1,726,274,2
CARP-2263-1,766,31,3
CARP-2263-1,616,35,4
CARP-2272-1,694,509,1
CARP-2272-1,719,259,2
CARP-2272-1,695,15,3
CARP-2272-1,585,16,4
CARP-2283-1,796,514,1
CARP-2283-1,831,266,2
CARP-2283-1,799,21,3
CARP-2283-1,635,7,4
CARP-2289-1,748,515,1
CARP-2289-1,797,269,2
CARP-2289-1,728,29,3
CARP-2289-1,583,20,4
CARP-2290-1,704,512,1
CARP-2290-1,735,275,2
CARP-2290-1,678,29,3
CARP-2290-1,581,8,4
CARP-2294-1,684,687,1
CARP-2294-1,719,358,2
CARP-2294-1,652,42,3
CARP-2294-1,554,22,4
CARP-2295-1,681,697,1
CARP-2295-1,813,433,2
CARP-2295-1,862,145,3
CARP-2295-1,711,63,4
CARP-2296-1,728,545,1
CARP-2296-1,741,307,2
CARP-2296-1,735,55,3
CARP-2296-1,605,7,4
CARP-2297-1,738,516,1
CARP-2297-1,770,266,2
CARP-2297-1,722,19,3
CARP-2297-1,603,20,4
CARP-2305-1,742,638,1
CARP-2305-1,797,340,2
CARP-2305-1,832,25,3
CARP-2305-1,650,21,4
CARP-2311-1,760,533,1
CARP-2311-1,754,288,2
CARP-2311-1,738,21,3
CARP-2311-1,614,10,4
CARP-2321-1,711,622,1
CARP-2321-1,765,398,2
CARP-2321-1,782,203,3
CARP-2321-1,656,111,4
CARP-2340-1,752,532,1
CARP-2340-1,741,269,2
CARP-2340-1,745,22,3
CARP-2340-1,603,30,4
CARP-2345-1,699,501,1
CARP-2345-1,726,250,2
CARP-2345-1,650,12,3
CARP-2345-1,557,8,4
CARP-2350-1,700,531,1
CARP-2350-1,776,296,2
CARP-2350-1,794,48,3
CARP-2350-1,638,7,4
CARP-2370-1,632,531,1
CARP-2370-1,684,313,2
CARP-2370-1,711,72,3
CARP-2370-1,621,26,4
CARP-2374-1,773,683,1
CARP-2374-1,796,356,2
CARP-2374-1,773,16,3
CARP-2374-1,621,31,4
CARP-2379-1,683,498,1
CARP-2379-1,773,245,2
CARP-2379-1,681,7,3
CARP-2379-1,577,28,4
CARP-2380-1,671,672,1
CARP-2380-1,747,358,2
CARP-2380-1,791,53,3
CARP-2380-1,650,18,4
CARP-2385-1,799,531,1
CARP-2385-1,834,289,2
CARP-2385-1,831,46,3
CARP-2385-1,643,14,4
CARP-2397-1,772,542,1
CARP-2397-1,844,289,2
CARP-2397-1,848,29,3
CARP-2397-1,684,25,4
CARP-2398-1,712,515,1
CARP-2398-1,769,275,2
CARP-2398-1,765,16,3
CARP-2398-1,639,7,4
CARP-2401-1,793,727,1
CARP-2401-1,829,367,2
CARP-2401-1,807,14,3
CARP-2401-1,641,23,4
CARP-2412-1,652,494,1
CARP-2412-1,614,250,2
CARP-2412-1,549,7,3
CARP-2412-1,492,11,4
CARP-2422-1,711,524,1
CARP-2422-1,772,278,2
CARP-2422-1,820,35,3
CARP-2422-1,669,39,4
CARP-2423-1,746,519,1
CARP-2423-1,794,270,2
CARP-2423-1,804,9,3
CARP-2423-1,640,38,4
CARP-2430-1,697,644,1
CARP-2430-1,752,338,2
CARP-2430-1,769,33,3
CARP-2430-1,633,19,4
CARP-2431-1,715,511,1
CARP-2431-1,728,257,2
CARP-2431-1,677,5,3
CARP-2431-1,577,49,4
CARP-2440-1,671,518,1
CARP-2440-1,700,270,2
CARP-2440-1,721,16,3
CARP-2440-1,599,29,4
CARP-2441-1,693,615,1
CARP-2441-1,710,333,2
CARP-2441-1,710,52,3
CARP-2441-1,597,38,4
CARP-2445-1,773,508,1
CARP-2445-1,784,250,2
CARP-2445-1,791,4,3
CARP-2445-1,643,55,4
CARP-2460-1,683,504,1
CARP-2460-1,665,261,2
CARP-2460-1,626,9,3
CARP-2460-1,549,12,4
CARP-2461-1,734,765,1
CARP-2461-1,773,405,2
CARP-2461-1,776,42,3
CARP-2461-1,635,84,4
CARP-2463-1,640,635,1
CARP-2463-1,688,377,2
CARP-2463-1,767,28,3
CARP-2463-1,615,26,4
CARP-2467-1,786,521,1
CARP-2467-1,811,262,2
CARP-2467-1,756,18,3
CARP-2467-1,605,21,4
CARP-2470-1,710,594,1
CARP-2470-1,736,345,2
CARP-2470-1,697,48,3
CARP-2470-1,592,8,4
CARP-2471-1,739,940,1
CARP-2471-1,868,481,2
CARP-2471-1,736,12,3
CARP-2471-1,597,96,4
CARP-2472-1,659,572,1
CARP-2472-1,705,356,2
CARP-2472-1,748,128,3
CARP-2472-1,640,28,4
CARP-2478-1,729,516,1
CARP-2478-1,755,262,2
CARP-2478-1,712,7,3
CARP-2478-1,606,38,4
CARP-2495-1,825,524,1
CARP-2495-1,904,278,2
CARP-2495-1,890,16,3
CARP-2495-1,690,63,4
CARP-2496-1,742,524,1
CARP-2496-1,787,285,2
CARP-2496-1,794,38,3
CARP-2496-1,635,28,4
CARP-2501-1,749,524,1
CARP-2501-1,807,271,2
CARP-2501-1,793,15,3
CARP-2501-1,645,25,4
CARP-2502-1,766,573,1
CARP-2502-1,784,318,2
CARP-2502-1,752,14,3
CARP-2502-1,613,42,4
CARP-2507-1,734,549,1
CARP-2507-1,776,289,2
CARP-2507-1,772,26,3
CARP-2507-1,647,9,4
CARP-2511-1,854,519,1
CARP-2511-1,872,259,2
CARP-2511-1,831,5,3
CARP-2511-1,654,42,4
CARP-2512-1,681,515,1
CARP-2512-1,708,244,2
CARP-2512-1,708,4,3
CARP-2512-1,613,36,4
CARP-2516-1,715,549,1
CARP-2516-1,782,306,2
CARP-2516-1,810,64,3
CARP-2516-1,662,24,4
CARP-2527-1,760,594,1
CARP-2527-1,790,338,2
CARP-2527-1,783,96,3
CARP-2527-1,639,43,4
CARP-2534-1,706,569,1
CARP-2534-1,760,344,2
CARP-2534-1,698,118,3
CARP-2534-1,585,106,4
CARP-2541-1,748,524,1
CARP-2541-1,773,252,2
CARP-2541-1,762,7,3
CARP-2541-1,650,64,4
CARP-2542-1,784,799,1
CARP-2542-1,865,395,2
CARP-2542-1,717,5,3
CARP-2542-1,605,32,4
CARP-2552-1,624,628,1
CARP-2552-1,691,392,2
CARP-2552-1,747,60,3
CARP-2552-1,623,7,4
CARP-2562-1,681,518,1
CARP-2562-1,695,260,2
CARP-2562-1,707,11,3
CARP-2562-1,587,8,4
CARP-2572-1,674,502,1
CARP-2572-1,743,264,2
CARP-2572-1,753,5,3
CARP-2572-1,618,28,4
CARP-2580-1,612,522,1
CARP-2580-1,632,284,2
CARP-2580-1,618,28,3
CARP-2580-1,560,25,4
CARP-2581-1,663,515,1
CARP-2581-1,695,254,2
CARP-2581-1,666,5,3
CARP-2581-1,585,39,4
CARP-2585-1,750,605,1
CARP-2585-1,768,320,2
CARP-2585-1,766,14,3
CARP-2585-1,625,21,4
CARP-2593-1,704,512,1
CARP-2593-1,769,259,2
CARP-2593-1,821,11,3
CARP-2593-1,662,33,4
CARP-2611-1,767,579,1
CARP-2611-1,831,338,2
CARP-2611-1,859,104,3
CARP-2611-1,691,4,4
CARP-2619-1,633,508,1
CARP-2619-1,664,260,2
CARP-2619-1,705,9,3
CARP-2619-1,599,28,4
CARP-2631-1,760,559,1
CARP-2631-1,745,309,2
CARP-2631-1,769,69,3
CARP-2631-1,639,12,4
CARP-2642-1,692,639,1
CARP-2642-1,761,416,2
CARP-2642-1,800,31,3
CARP-2642-1,643,22,4
CARP-2657-1,705,540,1
CARP-2657-1,719,288,2
CARP-2657-1,710,46,3
CARP-2657-1,611,11,4
CARP-2658-1,729,535,1
CARP-2658-1,770,281,2
CARP-2658-1,741,31,3
CARP-2658-1,595,9,4
CARP-3644-2,690,947,1
CARP-3644-2,810,545,2
CARP-3644-2,879,152,3
CARP-3644-2,680,121,4
CARP-3684-1,687,531,1
CARP-3684-1,742,292,2
CARP-3684-1,756,40,3
CARP-3684-1,619,29,4
CARP-3685-2,657,509,1
CARP-3685-2,705,254,2
CARP-3685-2,750,12,3
CARP-3685-2,605,40,4
Dittert-2-74,798,557,1
Dittert-2-74,852,323,2
Dittert-2-74,846,91,3
Dittert-2-74,662,12,4
Dittert-2-76,669,528,1
Dittert-2-76,687,271,2
Dittert-2-76,675,37,3
Dittert-2-76,583,6,4
Dittert-6-101,700,561,1
Dittert-6-101,782,331,2
Dittert-6-101,760,77,3
Dittert-6-101,637,22,4
Dittert-6-140,689,538,1
Dittert-6-140,706,290,2
Dittert-6-140,631,56,3
Dittert-6-140,533,29,4
Dittert-6-247,719,544,1
Dittert-6-247,754,296,2
Dittert-6-247,775,58,3
Dittert-6-247,623,6,4
Dittert-m-9,679,624,1
Dittert-m-9,729,331,2
Dittert-m-9,734,23,3
Dittert-m-9,612,20,4
Dittert-s4-111,719,561,1
Dittert-s4-111,792,325,2
Dittert-s4-111,796,83,3
Dittert-s4-111,644,18,4
Dittert-s4-18,804,569,1
Dittert-s4-18,800,306,2
Dittert-s4-18,811,50,3
Dittert-s4-18,648,37,4
Dittert-s4-19,677,544,1
Dittert-s4-19,712,292,2
Dittert-s4-19,687,58,3
Dittert-s4-19,583,16,4
Dittert-s4-69,706,515,1
Dittert-s4-69,721,275,2
Dittert-s4-69,696,20,3
Dittert-s4-69,581,8,4
Dittert-s5-147,710,569,1
Dittert-s5-147,779,354,2
Dittert-s5-147,808,123,3
Dittert-s5-147,654,37,4
Dittert-s5-53,708,565,1
Dittert-s5-53,756,338,2
Dittert-s5-53,763,100,3
Dittert-s5-53,625,22,4
Dittert-s5-89,710,511,1
Dittert-s5-89,763,269,2
Dittert-s5-89,767,20,3
Dittert-s5-89,646,14,4
Dittert-s6-54,779,897,1
Dittert-s6-54,892,498,2
Dittert-s6-54,781,96,3
Dittert-s6-54,631,18,4
FFF-2033-1,698,532,1
FFF-2033-1,721,296,2
FFF-2033-1,725,48,3
FFF-2033-1,595,123,4
FFF-2073-1,712,826,1
FFF-2073-1,840,458,2
FFF-2073-1,846,85,3
FFF-2073-1,683,8,4
FFF-2120-1,606,538,1
FFF-2120-1,721,304,2
FFF-2120-1,811,58,3
FFF-2120-1,660,37,4
FFF-2707-1,721,594,1
FFF-2707-1,785,369,2
FFF-2707-1,758,133,3
FFF-2707-1,669,50,4
FFF-2709-1,796,528,1
FFF-2709-1,831,252,2
FFF-2709-1,721,10,3
FFF-2709-1,598,10,4
FFF-2773-1,704,511,1
FFF-2773-1,737,260,2
FFF-2773-1,746,16,3
FFF-2773-1,604,6,4
FFF-2935-1,740,908,1
FFF-2935-1,850,583,2
FFF-2935-1,923,231,3
FFF-2935-1,794,114,4
GFS-13438-1,662,559,1
GFS-13438-1,710,317,2
GFS-13438-1,748,96,3
GFS-13438-1,618,70,4
GFS-1975-11-04380440-1,628,595,1
GFS-1975-11-04380440-1,677,379,2
GFS-1975-11-04380440-1,729,39,3
GFS-1975-11-04380440-1,602,33,4
GFS-1975-11-160-1,583,503,1
GFS-1975-11-160-1,625,252,2
GFS-1975-11-160-1,644,6,3
GFS-1975-11-160-1,568,31,4
GFS-1975-11-239-1,700,496,1
GFS-1975-11-239-1,717,256,2
GFS-1975-11-239-1,666,22,3
GFS-1975-11-239-1,575,25,4
GFS-1975-11-321-1,654,515,1
GFS-1975-11-321-1,710,252,2
GFS-1975-11-321-1,669,8,3
GFS-1975-11-321-1,581,39,4
GFS-1975-11-8-1,702,501,1
GFS-1975-11-8-1,706,249,2
GFS-1975-11-8-1,731,10,3
GFS-1975-11-8-1,602,39,4
GFS-1977-27-68-32,700,653,1
GFS-1977-27-68-32,748,342,2
GFS-1977-27-68-32,673,6,3
GFS-1977-27-68-32,575,43,4
GFS-23301-1,602,501,1
GFS-23301-1,641,256,2
GFS-23301-1,666,10,3
GFS-23301-1,575,41,4
GFS-23442-1,698,534,1
GFS-23442-1,706,292,2
GFS-23442-1,658,62,3
GFS-23442-1,550,87,4
GFS-23458-1,683,586,1
GFS-23458-1,689,336,2
GFS-23458-1,681,45,3
GFS-23458-1,579,39,4
GFS-23472-1,589,498,1
GFS-23472-1,618,256,2
GFS-23472-1,623,8,3
GFS-23472-1,554,18,4
GFS-23744-1,744,801,1
GFS-23744-1,773,413,2
GFS-23744-1,719,33,3
GFS-23744-1,598,18,4
GFS-23834-1,777,520,1
GFS-23834-1,838,271,2
GFS-23834-1,844,12,3
GFS-23834-1,664,33,4
GFS-23921-1,723,515,1
GFS-23921-1,769,273,2
GFS-23921-1,692,25,3
GFS-23921-1,570,56,4
GFS-23952-1,641,494,1
GFS-23952-1,662,265,2
GFS-23952-1,664,14,3
GFS-23952-1,579,39,4
GFS-23985-1,629,480,1
GFS-23985-1,683,244,2
GFS-23985-1,717,14,3
GFS-23985-1,579,68,4
Homolovi2-Fig9.3-f,641,962,1
Homolovi2-Fig9.3-f,754,513,2
Homolovi2-Fig9.3-f,792,50,3
Homolovi2-Fig9.3-f,629,81,4
Homolovi2-Fig9.4-a,737,705,1
Homolovi2-Fig9.4-a,863,398,2
Homolovi2-Fig9.4-a,871,58,3
Homolovi2-Fig9.4-a,675,91,4
Homolovi2-Fig9.4-i,725,538,1
Homolovi2-Fig9.4-i,779,317,2
Homolovi2-Fig9.4-i,833,70,3
Homolovi2-Fig9.4-i,644,70,4
Homolovi2-Fig9.4-k,625,513,1
Homolovi2-Fig9.4-k,666,263,2
Homolovi2-Fig9.4-k,648,22,3
Homolovi2-Fig9.4-k,556,43,4
Homolovi2-Fig9.6-b,614,507,1
Homolovi2-Fig9.6-b,679,272,2
Homolovi2-Fig9.6-b,758,31,3
Homolovi2-Fig9.6-b,606,91,4
Homolovi2-Fig9.8-e,650,511,1
Homolovi2-Fig9.8-e,706,279,2
Homolovi2-Fig9.8-e,685,33,3
Homolovi2-Fig9.8-e,581,62,4
Homolovi2-Fig9.8-g,627,526,1
Homolovi2-Fig9.8-g,687,288,2
Homolovi2-Fig9.8-g,700,60,3
Homolovi2-Fig9.8-g,600,58,4
HRP-44-1,719,507,1
HRP-44-1,735,254,2
HRP-44-1,767,18,3
HRP-44-1,621,14,4
HRP-45-1,675,528,1
HRP-45-1,696,268,2
HRP-45-1,708,25,3
HRP-45-1,606,60,4
HRP-56-1,696,519,1
HRP-56-1,719,271,2
HRP-56-1,735,22,3
HRP-56-1,604,56,4
HRP-HIV-225-14,725,534,1
HRP-HIV-225-14,765,283,2
HRP-HIV-225-14,744,29,3
HRP-HIV-225-14,618,16,4
HRP-HIV-227-25,729,617,1
HRP-HIV-227-25,806,411,2
HRP-HIV-227-25,900,206,3
HRP-HIV-227-25,752,91,4
HRP-HIV-231-39,863,866,1
HRP-HIV-231-39,884,430,2
HRP-HIV-231-39,856,12,3
HRP-HIV-231-39,660,87,4
PuebloGrande-1-g1-228-,717,764,1
PuebloGrande-1-g1-228-,829,396,2
PuebloGrande-1-g1-228-,842,10,3
PuebloGrande-1-g1-228-,658,62,4
PuebloGrande-1-g1-232-,798,572,1
PuebloGrande-1-g1-232-,859,331,2
PuebloGrande-1-g1-232-,802,110,3
PuebloGrande-1-g1-232-,635,93,4
PuebloGrande-1-g1-309-,604,537,1
PuebloGrande-1-g1-309-,619,320,2
PuebloGrande-1-g1-309-,652,6,3
PuebloGrande-1-g1-309-,556,43,4
PuebloGrande-1-g1-354-,641,782,1
PuebloGrande-1-g1-354-,731,411,2
PuebloGrande-1-g1-354-,764,48,3
PuebloGrande-1-g1-354-,641,46,4
PuebloGrande-1-g1-40-,639,507,1
PuebloGrande-1-g1-40-,687,260,2
PuebloGrande-1-g1-40-,671,8,3
PuebloGrande-1-g1-40-,569,23,4
PuebloGrande-1-J1-760,652,515,1
PuebloGrande-1-J1-760,685,271,2
PuebloGrande-1-J1-760,683,20,3
PuebloGrande-1-J1-760,581,27,4
PuebloGrande-1-j1-760-,660,515,1
PuebloGrande-1-j1-760-,671,266,2
PuebloGrande-1-j1-760-,677,14,3
PuebloGrande-1-j1-760-,577,31,4
PuebloGrande-1-j1-765-,733,507,1
PuebloGrande-1-j1-765-,829,265,2
PuebloGrande-1-j1-765-,817,8,3
PuebloGrande-1-j1-765-,650,12,4
PuebloGrande-1-j1-z316-,617,506,1
PuebloGrande-1-j1-z316-,673,261,2
PuebloGrande-1-j1-z316-,689,16,3
PuebloGrande-1-j1-z316-,598,8,4
PuebloGrande-1-T1-19,591,594,1
PuebloGrande-1-T1-19,623,360,2
PuebloGrande-1-T1-19,662,10,3
PuebloGrande-1-T1-19,570,16,4
PuebloGrande-1-T1-514,675,695,1
PuebloGrande-1-T1-514,723,350,2
PuebloGrande-1-T1-514,725,6,3
PuebloGrande-1-T1-514,602,25,4
PuebloGrande-1-T1-517,652,989,1
PuebloGrande-1-T1-517,827,634,2
PuebloGrande-1-T1-517,950,210,3
PuebloGrande-1-T1-517,717,283,4
PuebloGrande-1-T1-910a,654,698,1
PuebloGrande-1-T1-910a,713,362,2
PuebloGrande-1-T1-910a,695,7,3
PuebloGrande-1-T1-910a,599,31,4
PuebloGrande-1-T1-910b,731,820,1
